image_path,marathi_text,modi_text,sentence_id
data/synthetic/images/line_0000_v016.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v017.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v018.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v019.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v020.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v021.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v022.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v023.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v024.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v025.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v026.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v027.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v028.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v029.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v030.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v031.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v032.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v033.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v034.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v035.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v036.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v037.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v038.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0000_v039.png,नमस्कार.,𑘡𑘦𑘭𑘿𑘎𑘰𑘨.,0
data/synthetic/images/line_0001_v000.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v001.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v002.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v003.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v004.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v005.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v006.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v007.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v008.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v009.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v010.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v011.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v012.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v013.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v014.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v015.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v016.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v017.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v018.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v019.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v020.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v021.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v022.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v023.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v024.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v025.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v026.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v027.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v028.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v029.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v030.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v031.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v032.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v033.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v034.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v035.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v036.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v037.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v038.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0001_v039.png,आपले स्वागत आहे.,𑘁𑘢𑘩𑘹 𑘭𑘿𑘪𑘰𑘐𑘝 𑘁𑘮𑘹.,1
data/synthetic/images/line_0002_v000.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v001.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v002.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v003.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v004.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v005.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v006.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v007.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v008.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v009.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v010.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v011.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v012.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v013.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v014.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v015.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v016.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v017.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v018.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v019.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v020.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v021.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v022.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v023.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v024.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v025.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v026.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v027.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v028.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v029.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v030.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v031.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v032.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v033.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v034.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v035.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v036.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v037.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v038.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0002_v039.png,माझे नाव राहुल आहे.,𑘦𑘰𑘖𑘹 𑘡𑘰𑘪 𑘨𑘰𑘮𑘳𑘩 𑘁𑘮𑘹.,2
data/synthetic/images/line_0003_v000.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v001.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v002.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v003.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v004.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v005.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v006.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v007.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v008.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v009.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v010.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v011.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v012.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v013.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v014.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v015.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v016.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v017.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v018.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v019.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v020.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v021.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v022.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v023.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v024.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v025.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v026.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v027.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v028.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v029.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v030.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v031.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v032.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v033.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v034.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v035.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v036.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v037.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v038.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0003_v039.png,तुझे नाव काय आहे?,𑘝𑘳𑘖𑘹 𑘡𑘰𑘪 𑘎𑘰𑘧 𑘁𑘮𑘹?,3
data/synthetic/images/line_0004_v000.png,आज हवामान खूप छान आहे.,𑘁𑘕 𑘮𑘪𑘰𑘦𑘰𑘡 𑘏𑘴𑘢 𑘔𑘰𑘡 𑘁𑘮𑘹.,4
data/synthetic/images/line_0004_v001.png,आज हवामान खूप छान आहे.,𑘁𑘕 𑘮𑘪𑘰𑘦𑘰𑘡 𑘏𑘴𑘢 𑘔𑘰𑘡 𑘁𑘮𑘹.,4
